126,"{'9106100': 17, '910650': 16, '910612': 14, '926100': 15, '92650': 14, '92612': 12, '2110612': 15, '2126100': 16, '212650': 15, '212612': 13, '4510612': 16, '4526100': 17, '452650': 16, '452612': 14}"
127,"{'469011': 16, '462225': 15, '46510': 12, '46511': 12, '46525': 13, '465510': 15, '119011': 14, '119025': 15, '112225': 13, '11520': 11, '11510': 10, '11511': 10, '11525': 11, '115520': 14, '115510': 13, '512225': 15, '51520': 13, '51510': 12, '51511': 12, '51525': 13, '515520': 16}"
128,{}
129,{}
130,"{'25352': 13, '25326': 12, '53352': 14, '53326': 13}"
131,{}
132,"{'589246': 18, '584646': 17, '58592': 15, '299292': 18, '299246': 17, '294692': 17, '294646': 16, '29592': 14, '29546': 13, '1234692': 19, '1234646': 18, '123592': 16, '123546': 15}"
133,{}
134,"{'296413': 15, '293213': 14, '291613': 13, '29813': 12, '2945': 10, '29413': 11}"
135,"{'266290': 17, '1312490': 17}"
136,{}
137,{}
138,"{'116328': 14, '58328': 13, '29328': 12, '293928': 15, '123328': 14, '1233928': 17}"
139,{}
140,{}
141,"{'18424': 12, '18412': 11, '184724': 15, '184712': 14, '4424': 10, '4412': 9, '4413': 9, '44712': 12, '44713': 12, '447119': 15, '116424': 15, '113224': 14, '111624': 13, '11824': 12, '11424': 11, '11412': 10, '114712': 13, '1036424': 18, '1033224': 17, '1031624': 16, '103824': 15, '103812': 14, '103424': 14, '103412': 13, '1034712': 16}"
142,"{'981045': 16, '985210': 16, '982610': 15, '2410410': 15, '241045': 14, '245210': 14, '242610': 13, '511045': 15, '515210': 15, '512610': 14}"
143,"{'601756': 16, '601757': 16, '1231757': 17}"
144,{'49893': 16}
145,"{'283412': 14, '28812': 12, '28412': 11, '29412': 11, '123412': 13}"
146,{}
147,{}
148,{}
149,"{'741010': 14, '741011': 14, '74510': 13, '74511': 13, '742786': 18, '742710': 15, '745786': 19, '181010': 12, '181011': 12, '181025': 13, '18510': 11, '18511': 11, '18525': 12, '182786': 16, '182710': 13, '185786': 17, '185710': 14, '41010': 10, '41011': 10, '41025': 11, '4510': 9, '4511': 9, '4525': 10, '42786': 14, '42710': 11, '42711': 11, '45786': 15, '45710': 12, '51011': 10, '51025': 11, '5586': 12, '5510': 9, '5511': 9, '5525': 10, '52786': 14, '52710': 11, '55786': 15, '55710': 12, '131010': 11, '131011': 11, '131025': 12, '13586': 13, '13510': 10, '13511': 10, '132786': 15, '132710': 12, '135786': 16, '135710': 13, '291010': 12, '291011': 12, '29586': 14, '29510': 11, '292786': 16, '292710': 13, '295786': 17, '295710': 14}"
150,{}
151,{}
152,{}
153,"{'182643': 15, '18279': 13, '182743': 15, '181159': 15, '1811543': 17, '4279': 11, '42743': 13, '41159': 13, '411543': 15, '55243': 14, '5269': 11, '52643': 13, '5279': 11, '52743': 13, '51159': 13, '271049': 15, '2710443': 17, '27529': 14, '275243': 16, '27269': 13, '272643': 15, '27279': 13, '272743': 15, '271159': 15, '571049': 16, '57529': 15, '57269': 14, '572643': 16, '57279': 14, '572743': 16, '571159': 16, '1171049': 17, '117529': 16, '117269': 15, '117279': 15, '11711543': 19}"
154,{}
155,{}
156,{'569252': 18}
157,{}
158,"{'329084': 19, '329042': 18, '322284': 17, '322242': 16, '322384': 17, '322342': 16, '324984': 18, '324942': 17, '3210184': 19, '169042': 17, '169010': 15, '162242': 15, '162210': 13, '162342': 15, '162310': 13, '164942': 16, '164910': 14, '1610142': 17, '1610110': 15, '89010': 14, '8905': 13, '82210': 12, '8225': 11, '82310': 12, '8235': 11, '82313': 12, '84910': 13, '8495': 12, '810110': 14, '81015': 13, '4905': 12, '4225': 10, '42213': 11, '4235': 10, '42313': 11, '42329': 12, '4495': 11, '44913': 12, '44929': 13, '41015': 12, '410113': 13, '410129': 14, '5905': 12, '59013': 13, '5225': 10, '5235': 10, '54910': 12, '5495': 11, '510110': 13, '51015': 12, '13905': 13, '139013': 14, '132210': 12, '13225': 11, '132310': 12, '13235': 11, '134910': 13, '1310142': 16, '1310110': 14}"
159,{}
160,"{'8644': 12, '86411': 13, '86511': 13, '86134': 13, '86294': 14, '86614': 15, '1044': 9, '10411': 10, '1054': 9, '10511': 10, '10134': 10, '101311': 11, '10294': 11, '10614': 12, '1144': 9, '11411': 10, '1154': 9, '11511': 10, '11134': 10, '11294': 11, '11614': 12, '25411': 11, '2554': 10, '25511': 11, '25134': 11, '25294': 12, '25614': 13, '53411': 12, '5354': 11, '53511': 12, '53134': 12, '53294': 13, '53614': 14}"
161,"{'964712': 16, '484712': 15, '244712': 14, '124724': 14, '124712': 13, '554724': 16}"
162,"{'811210': 14, '85610': 13, '82810': 12, '411210': 13, '45610': 12, '42810': 11, '511210': 13, '55610': 12, '52810': 11, '1311210': 14, '132810': 12, '595610': 15, '592810': 14, '1215610': 16, '1212810': 15}"
163,"{'38884': 15, '38444': 14, '38442': 13, '38222': 12, '3824': 10, '3822': 9, '4884': 12, '4882': 11, '4442': 10, '4222': 9, '424': 7, '422': 6, '11882': 12, '11442': 11, '11222': 10, '1124': 8, '1122': 7, '25882': 13, '25442': 12, '25222': 11, '2524': 9, '2522': 8, '53882': 14, '53442': 13, '53222': 12, '5324': 10, '5322': 9, '109882': 15, '109442': 14, '109222': 13, '10924': 11, '10922': 10}"
164,{}
165,{}
166,{}
167,"{'8411686': 20, '845886': 19, '4211686': 19, '1011686': 17, '511686': 16, '511610': 13, '55886': 15, '55810': 12, '1311610': 14, '135810': 13, '5911610': 16, '595810': 15}"
168,{}
169,{}
170,{}
171,"{'1231144': 16, '1231154': 16}"
172,"{'125686': 16, '122886': 15, '122810': 12, '125986': 16, '125910': 13, '135686': 16, '132886': 15, '132810': 12, '135910': 13, '595686': 18, '595610': 15, '592886': 17, '592810': 14, '595910': 15}"
173,{}
174,{}
175,{}
176,"{'26765': 14, '26385': 13, '2645': 10, '2654': 10, '2655': 10, '26274': 12, '26574': 13, '111765': 16, '111385': 15, '11145': 12, '11154': 12, '11155': 12, '111274': 14, '111574': 15}"
177,"{'84364': 15, '84184': 14, '8444': 12, '8445': 12, '84427': 14, '84457': 15, '42364': 14, '42184': 13, '4244': 11, '4245': 11, '42427': 13, '42457': 14, '10364': 12, '10184': 11, '1044': 9, '1045': 9, '10427': 11, '10475': 12, '104727': 14, '104757': 15, '11364': 12, '11365': 12, '11184': 11, '11185': 11, '1144': 9, '1145': 9, '11475': 12, '51365': 14, '51185': 13, '5145': 11, '51475': 14}"
178,{}
179,{}
180,"{'1143627': 17, '11418110': 18, '1141827': 16, '1144110': 16, '114427': 14, '283627': 15, '2818110': 16, '281827': 14, '281857': 15, '284110': 14, '28427': 12, '593627': 16, '593657': 17, '591827': 15, '591857': 16, '59427': 13, '1213627': 17, '1213657': 18, '1211827': 16, '1211857': 17, '1214110': 16, '121427': 14, '121457': 15}"
181,{}
182,"{'1024097': 19, '1024197': 19}"
183,{}
184,{}
185,{}
186,{}
187,"{'593813': 15, '594102': 15, '59412': 12, '59413': 12}"
188,"{'1187613': 17, '1183813': 16, '118450': 15, '118412': 13, '118413': 13, '1197613': 17, '1193813': 16, '1194100': 16, '119450': 15, '119412': 13, '119413': 13}"
189,"{'482098': 17, '482024': 15, '482124': 15, '482112': 14, '489112': 16, '492098': 17, '492024': 15, '492124': 15, '492112': 14, '499112': 16}"
190,{}
191,{}
192,"{'402455': 16, '401210': 13, '40125': 12, '401255': 15, '401320': 14, '401310': 13, '402920': 15, '4012320': 17, '201210': 12, '20125': 11, '201255': 14, '201320': 13, '201310': 12, '202920': 14, '2012320': 16, '219855': 17, '212455': 15, '21125': 11, '211255': 14, '211320': 13, '211310': 12, '21135': 11, '212920': 14, '2112320': 16, '45985': 15, '45245': 13, '45125': 12, '451320': 14, '451310': 13, '45135': 12, '452920': 15, '4512320': 17}"
